@relation noProbing_nonan_noid

@attribute AutoCorrelation numeric
@attribute CardinalityAtFour numeric
@attribute CardinalityAtThree numeric
@attribute CardinalityAtTwo numeric
@attribute Dimensionality numeric
@attribute MajorityClassPercentage numeric
@attribute MajorityClassSize numeric
@attribute MaxCardinalityOfNominalAttributes numeric
@attribute MaxCardinalityOfNumericAttributes numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MeanCardinalityOfNominalAttributes numeric
@attribute MeanCardinalityOfNumericAttributes numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MinCardinalityOfNominalAttributes numeric
@attribute MinCardinalityOfNumericAttributes numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute MinorityClassPercentage numeric
@attribute MinorityClassSize numeric
@attribute NumberOfBinaryFeatures numeric
@attribute NumberOfClasses numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute StdevCardinalityOfNominalAttributes numeric
@attribute StdevCardinalityOfNumericAttributes numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute weka.classifiers.bayes.BayesNet numeric
@attribute weka.classifiers.bayes.NaiveBayes numeric
@attribute weka.classifiers.bayes.NaiveBayesMultinomial numeric
@attribute weka.classifiers.functions.Logistic numeric
@attribute weka.classifiers.functions.MultilayerPerceptron numeric
@attribute weka.classifiers.functions.SGD numeric
@attribute weka.classifiers.functions.SMO numeric
@attribute weka.classifiers.functions.SimpleLogistic numeric
@attribute weka.classifiers.functions.VotedPerceptron numeric
@attribute weka.classifiers.lazy.IBk numeric
@attribute weka.classifiers.lazy.KStar numeric
@attribute weka.classifiers.rules.DecisionTable numeric
@attribute weka.classifiers.rules.JRip numeric
@attribute weka.classifiers.rules.OneR numeric
@attribute weka.classifiers.rules.PART numeric
@attribute weka.classifiers.rules.ZeroR numeric
@attribute weka.classifiers.trees.DecisionStump numeric
@attribute weka.classifiers.trees.J48 numeric
@attribute weka.classifiers.trees.LMT numeric
@attribute weka.classifiers.trees.REPTree numeric
@attribute weka.classifiers.trees.RandomForest numeric
@attribute weka.classifiers.trees.RandomTree numeric

@data
0.829222,255552,11616,528,0.041667,0.897727,474,24,22,13.985756,10734.181818,24,3.833076,14247.300659,16,17.315789,3.757941,812.104878,16,1.543506,1053.15048,2,2,-1.582755,0.136364,2,-1.513653,0.152942,0.102273,54,1,2,22,528,264,504,19,3,0.045455,0.5,0.043388,0.863636,0.136364,-0.370401,0.700673,0.043772,0.328075,1.947689,1.871577,1.732065,1.750721,8.028463,22.667173,2.740415,36.040113,12.165525,6.360054,12.165525,74.74359,70.897436,0,90.384615,89.102564,90,90.128205,91.153846,90.384615,88.461538,88.461538,89.487179,89.615385,88.461538,89.487179,90.384615,89.615385,90.384615,91.025641,88.461538,90.641026,88.589744
0.69697,20151121,300763,4489,0.238806,0.731343,49,67,67,66.97761,88978.074627,67,8.183338,131680.780819,34.5,53,21.92765,18328.496802,34.5,3.951876,27710.016479,2,20,3.307798,19.029851,2,1.885013,37.404944,0.268657,18,1,2,16,67,0,0,14,2,0.0625,0,0,0.875,0.125,4.785982,56.391791,2.105276,289.183622,9.605233,860.977612,3.002554,1614.186356,39.318134,39290.16791,5.769961,59246.861659,45.961941,17.528,45.961941,95.294118,95.294118,0,92.941176,95.294118,95.294118,96.470588,97.647059,23.529412,97.647059,81.176471,95.294118,95.294118,76.470588,94.117647,76.470588,95.294118,94.117647,97.647059,76.470588,98.823529,91.764706
0.738462,18974736,287496,4356,0.19697,0.5,33,66,66,27.925031,430533.757576,66,5.184801,1149215.334795,34,41,8.765471,45455.770484,34,2.346361,122247.868951,2,16,-0.829089,1.765937,2,-0.027665,1.246154,0.5,33,1,2,13,66,0,0,11,2,0.076923,0,0,0.846154,0.153846,0.537995,4.530303,0.33303,1.971671,7.590111,11.286241,2.668033,7.528857,9.616249,154.681818,2.875255,146.550297,45.254834,22.702423,45.254834,85,82.5,0,88.75,85,83.75,86.25,98.75,51.25,82.5,63.75,100,98.75,50,96.25,50,100,96.25,98.75,50,97.5,78.75
0.766667,359414,21142,961,0.548387,0.870968,27,2,31,14.489616,66.258065,2,3.536425,24.500786,2,10.3125,2.632411,8.878731,2,1.206041,4.935409,2,3,-1.2,0.258065,2,-1.038195,0.018842,0.129032,4,1,2,17,31,25,150,16,1,0.058824,0.806452,0.28463,0.941176,0.058824,-0.007643,0.959677,0.248912,0.881531,1.842432,2.314677,1.343838,1.922566,3.439716,11.576613,1.81189,8.222212,0,9.56186,0,90,85,0,90,90,87.5,90,95,85,87.5,85,90,95,95,92.5,87.5,95,92.5,95,87.5,85,87.5
0.569894,2000682159778610,486192505414,63488183,0.002686,0.697632,5715,2,7997,618.075403,1328125.959839,2,21.54202,422019.426957,2,2192.428571,82.69398,77423.038926,2,5.398357,38448.585309,2,189,0.903141,1.127505,2,-0.791664,2.479493,0.302368,2477,1,2,22,8192,0,0,21,1,0.045455,0,0,0.954545,0.045455,4.347868,7.127595,2.028622,14.544784,22.821807,19.630676,4.069238,71.14134,69.61173,986.96814,5.636441,916.298734,0,2661.472235,0,87.592668,89.547862,77.613035,93.653768,93.450102,93.075356,92.342159,93.645621,78.020367,91.087576,81.010183,90.501018,92.399185,85.409369,91.665988,69.775967,85.368635,91.12831,93.507128,91.560081,93.824847,89.710794
0.505051,100000000,1000000,10000,0.11,0.55,55,2,100,0.825027,0,2,0.901631,1,2,100,-0.93003,0,2,0.168821,1,2,100,-1.356912,0,2,-0.192621,1,0.45,45,1,2,11,100,0,0,10,1,0.090909,0,0,0.909091,0.090909,-1.306744,0,-0.005139,1,-1.166267,0,0.11246,1,-0.848262,0,0.269834,1,0,0,0,77.037037,74.074074,0,71.111111,68.148148,74.074074,73.333333,75.555556,65.925926,62.222222,67.407407,77.037037,74.074074,74.814815,74.814815,55.555556,72.592593,72.592593,75.555556,71.111111,77.037037,67.407407
0.461847,3906250000,15625000,62500,0.044,0.5,125,2,250,-1.06141,0,2,0.125437,1,2,250,-1.151656,0,2,-0.015528,1,2,250,-1.264217,0,2,-0.156936,1,0.5,125,1,2,11,250,0,0,10,1,0.090909,0,0,0.909091,0.090909,-1.196059,0,-0.081623,1,-1.152479,0,-0.022003,1,-1.085678,0,0.063943,1,0,0,0,75,81.111111,0,78.888889,78.888889,76.111111,75.833333,76.111111,74.166667,72.222222,70,74.722222,76.944444,67.777778,76.944444,50,71.944444,79.166667,77.222222,80.277778,85,72.222222
0.824053,900,450,90,0.008889,0.877778,395,5,18,-1.207502,9.5,5,0,5.193902,4,18,-1.207502,9.5,4,0,5.193902,2,18,-1.207502,9.5,2,0,5.193902,0.122222,55,1,2,4,450,0,0,1,3,0.25,0,0,0.25,0.75,-1.207502,9.5,0,5.193902,-1.207502,9.5,0,5.193902,-1.207502,9.5,0,5.193902,1.732051,0,1.732051,91.060606,91.515152,0,91.969697,91.363636,91.818182,91.818182,91.818182,89.242424,88.787879,90.757576,91.212121,91.515152,88.636364,91.363636,88.636364,88.636364,91.060606,91.818182,91.818182,90.30303,90
0.793249,950,475,95,0.008421,0.865263,411,5,19,-1.206727,10,5,0,5.483,4,19,-1.206727,10,4,0,5.483,2,19,-1.206727,10,2,0,5.483,0.134737,64,1,2,4,475,0,0,1,3,0.25,0,0,0.25,0.75,-1.206727,10,0,5.483,-1.206727,10,0,5.483,-1.206727,10,0,5.483,1.732051,0,1.732051,92.428571,92,0,94.714286,94,95.428571,95.428571,93.714286,87.857143,93.142857,90.142857,94,94.285714,87.142857,93.857143,87.142857,87.142857,92.857143,93.714286,93.428571,92.714286,92.571429
0.521042,62500000000,125000000,250000,0.102,0.524,262,2,500,-0.950421,0,2,0.143933,1,2,499.96,-1.179662,0,2,-0.007395,1,2,499,-1.338492,0,2,-0.138735,1,0.476,238,1,2,51,500,0,0,50,1,0.019608,0,0,0.980392,0.019608,-1.223945,0,-0.066148,1,-1.169165,0,-0.01205,1,-1.147785,0,0.0451,1,0,0.197949,0,79.727891,63.537415,0,61.904762,61.22449,58.503401,60.272109,62.312925,57.687075,54.013605,60.680272,80.136054,82.312925,74.557823,81.496599,52.380952,72.92517,83.129252,83.265306,83.129252,81.904762,65.306122
0.797468,950,475,95,0.008421,0.871579,414,5,19,-1.206727,10,5,0,5.483,4,19,-1.206727,10,4,0,5.483,2,19,-1.206727,10,2,0,5.483,0.128421,61,1,2,4,475,0,0,1,3,0.25,0,0,0.25,0.75,-1.206727,10,0,5.483,-1.206727,10,0,5.483,-1.206727,10,0,5.483,1.732051,0,1.732051,92,91.714286,0,93.857143,95,93,93,93.285714,87.714286,92.142857,91,95.285714,94.714286,87.857143,94.142857,87.857143,87.857143,95.571429,93.428571,93.857143,92.571429,91.857143
0.545455,100000000,1000000,10000,0.26,0.55,55,2,100,0.911554,0,2,1.203859,1,2,100,-1.021245,0,2,0.113374,1,2,100,-1.375259,0,2,-0.30717,1,0.45,45,1,2,26,100,0,0,25,1,0.038462,0,0,0.961538,0.038462,-1.25439,0,-0.015342,1,-1.165688,0,0.061324,1,-1.031665,0,0.15577,1,0,0,0,55.555556,60,0,51.851852,62.962963,57.037037,60,59.259259,58.518519,62.222222,65.925926,55.555556,71.851852,68.888889,67.407407,55.555556,54.814815,73.333333,61.481481,62.962963,70.37037,66.666667
0.465863,3906250000,15625000,62500,0.204,0.548,137,2,250,-0.733541,0,2,0.21033,1,2,250,-1.186103,0,2,-0.011618,1,2,250,-1.334145,0,2,-0.166993,1,0.452,113,1,2,51,250,0,0,50,1,0.019608,0,0,0.980392,0.019608,-1.253223,0,-0.068701,1,-1.182884,0,-0.011329,1,-1.132813,0,0.032119,1,0,0,0,81.111111,65.277778,0,62.777778,63.055556,63.055556,61.666667,63.888889,58.333333,57.222222,58.055556,79.166667,83.333333,74.722222,75.833333,55.555556,70.277778,83.055556,79.166667,80.277778,75.555556,66.388889
0.983974,1058091912,9121482,61218,0.0112,0.504,315,2,358,61.079333,1967.88,2,6.417627,560.660459,2,141.166667,10.228114,388.348971,2,1.421483,99.451552,2,18,-1.196028,3.55488,2,-0.23091,3.033501,0.496,310,1,2,7,625,0,0,6,1,0.142857,0,0,0.857143,0.142857,-1.193913,5.3568,-0.068476,4.227055,0.576337,25.199552,0.585079,7.618692,16.414266,718.6968,2.494173,150.029911,0,122.509455,0,99.891892,60.648649,0,61.837838,85.837838,62.378378,61.081081,61.513514,67.243243,91.459459,91.459459,100,98.27027,100,99.135135,50.27027,73.621622,98.054054,98.702703,92.324324,98.054054,95.783784
0.663551,202176,50544,4212,0.046296,0.555556,60,12,108,-0.766723,54.5,12,0.407766,31.32092,6,73.5,-0.983361,32.862037,6,0.203883,17.033955,2,39,-1.2,11.224074,2,0,2.746991,0.444444,48,1,2,5,108,0,0,2,3,0.2,0,0,0.4,0.6,-1.2,11.224074,0,2.746991,-0.983361,32.862037,0.203883,17.033955,-0.766723,54.5,0.407766,31.32092,5.291503,48.790368,5.291503,72.666667,74,0,72,71.333333,71.333333,72,73.333333,66,66,71.333333,71.333333,66.666667,66.666667,73.333333,56.666667,69.333333,70.666667,72,60.666667,72,65.333333
0.511713,2228548608,1114274304,3571392,0.001837,0.555096,1209,2,1958,10.796761,74.359963,2,3.275952,118.875581,2,1364.666667,3.057797,45.745598,2,0.821334,88.629653,2,312,-0.815302,7.961997,2,-0.857874,30.545583,0.444904,969,1,2,4,2178,0,0,3,1,0.25,0,0,0.75,0.25,-0.815302,7.961997,-0.857874,30.545583,-0.808068,54.914835,0.045925,116.467797,10.796761,74.359963,3.275952,118.875581,0,914.094816,0,55.538462,55.6,0,55.876923,55.569231,55.538462,55.538462,55.446154,56.923077,52.030769,53.046154,55.538462,53.569231,52.184615,55.292308,55.538462,54.123077,55.292308,55.446154,53.169231,51.846154,50.276923
0.48996,3906250000,15625000,62500,0.104,0.504,126,2,250,-1.068033,0,2,0.229645,1,2,250,-1.219775,0,2,-0.018612,1,2,250,-1.388359,0,2,-0.257954,1,0.496,124,1,2,26,250,0,0,25,1,0.038462,0,0,0.961538,0.038462,-1.268042,0,-0.092136,1,-1.222641,0,-0.032298,1,-1.176847,0,0.06022,1,0,0,0,74.444444,82.222222,0,76.944444,79.166667,76.388889,78.055556,78.055556,73.888889,61.944444,57.5,73.611111,72.222222,58.611111,76.944444,50,65.555556,73.055556,76.944444,72.777778,81.388889,69.444444
0.537065,580235056,290117528,438244,0.006042,0.521148,345,2,662,0.110009,42.440002,2,0.404583,14.973221,2,662,0.014492,23.428976,2,0.139867,7.532171,2,662,-0.100791,9.881884,2,-0.323137,3.006511,0.478852,317,1,2,4,662,0,0,3,1,0.25,0,0,0.75,0.25,-0.100791,9.881884,-0.323137,3.006511,0.034259,17.965042,0.338155,4.616782,0.110009,42.440002,0.404583,14.973221,0,0,0,52.040816,53.265306,55.204082,56.326531,54.897959,54.693878,55.102041,53.367347,55.714286,49.183673,50.204082,52.040816,52.55102,48.979592,51.530612,52.040816,50.102041,51.428571,53.367347,49.591837,51.22449,48.979592
0.424242,100000000,1000000,10000,0.26,0.57,57,2,100,-0.38257,0,2,0.588565,1,2,100,-1.128036,0,2,0.003026,1,2,100,-1.409462,0,2,-0.348773,1,0.43,43,1,2,26,100,0,0,25,1,0.038462,0,0,0.961538,0.038462,-1.276968,0,-0.055483,1,-1.175545,0,0.011399,1,-1.074383,0,0.055706,1,0,0,0,81.481481,80,0,64.444444,68.148148,65.185185,71.111111,78.518519,70.37037,52.592593,71.111111,80.740741,79.259259,75.555556,72.592593,59.259259,80.740741,76.296296,78.518519,80.740741,85.185185,65.925926
0.48996,3906250000,15625000,62500,0.024,0.5,125,2,250,-1.063989,0,2,-0.017932,1,2,250,-1.160827,0,2,-0.065618,1,2,250,-1.249046,0,2,-0.112543,1,0.5,125,1,2,6,250,0,0,5,1,0.166667,0,0,0.833333,0.166667,-1.214939,0,-0.109018,1,-1.165248,0,-0.063551,1,-1.104504,0,-0.023252,1,0,0,0,72.222222,82.222222,0,80.277778,85.277778,80.277778,78.055556,79.166667,80,77.5,75,70.555556,72.5,53.888889,74.444444,50,59.166667,75.833333,78.055556,72.222222,79.444444,77.777778
0.608696,4471016,101614,2209,0.170213,0.574468,27,2,47,3.961095,10695.829787,2,1.356548,2754.198008,2,42.714286,0.653349,1552.999088,2,0.508737,407.440516,2,32,-1.081496,6.742553,2,-0.982938,4.296092,0.425532,20,1,2,8,47,0,0,7,1,0.125,0,0,0.875,0.125,-0.940631,12.278723,0.144803,9.302266,0.384665,30.595745,0.594413,14.591033,1.443764,60.32766,1.232558,32.587614,0,5.468525,0,90,83.333333,83.333333,81.666667,81.666667,78.333333,81.666667,81.666667,58.333333,85,86.666667,93.333333,81.666667,80,86.666667,58.333333,86.666667,86.666667,78.333333,86.666667,90,83.333333
0.589641,1382431740,7945010,42946,0.059524,0.507937,128,2,218,59.544302,178.924405,2,2.255134,29.38916,2,116.428571,6.781983,59.039755,2,0.256732,6.415272,2,44,-0.416441,1.055574,2,-5.384987,0.019031,0.492063,124,1,2,15,252,0,0,14,1,0.066667,0,0,0.933333,0.066667,0.472793,27.273512,0.206166,1.939242,1.65518,41.737698,0.534682,3.342065,5.819973,94.393155,0.930129,9.018626,0,60.120026,0,85.479452,75.342466,72.60274,96.712329,97.534247,94.246575,92.328767,99.726027,63.835616,85.205479,85.479452,99.726027,99.726027,99.452055,99.726027,50.684932,99.726027,99.726027,99.726027,99.452055,99.452055,98.356164
0.496994,62500000000,125000000,250000,0.052,0.534,267,2,500,-0.686008,0,2,0.135469,1,2,499.92,-1.183271,0,2,0.005583,1,2,499,-1.265077,0,2,-0.223414,1,0.466,233,1,2,26,500,0,0,25,1,0.038462,0,0,0.961538,0.038462,-1.239154,0,-0.054531,1,-1.209854,0,0.024024,1,-1.160246,0,0.068739,1,0,0.276887,0,82.176871,69.115646,0,65.986395,69.387755,67.07483,67.482993,72.108844,64.489796,61.768707,63.265306,85.578231,85.170068,69.52381,82.993197,53.741497,68.29932,83.945578,85.034014,84.897959,86.258503,76.870748
0.54,4429656,105468,2397,0.137255,0.588235,30,2,51,10.131582,3763.705882,2,2.686636,594.715639,2,40.166667,3.151097,657.225163,2,-0.075648,103.747908,2,23,-0.696176,9.992157,2,-2.358545,1.111463,0.411765,21,1,2,7,51,0,0,6,1,0.142857,0,0,0.857143,0.142857,-0.690644,23.106863,-0.994001,1.689565,0.024879,44.512745,-0.274946,6.06488,10.115559,980.788235,0.901957,158.165148,0,10.147249,0,53.846154,58.461538,47.692308,69.230769,70.769231,69.230769,70.769231,73.846154,61.538462,64.615385,61.538462,53.846154,55.384615,47.692308,52.307692,61.538462,58.461538,55.384615,73.846154,52.307692,66.153846,58.461538
0.505051,100000000,1000000,10000,0.11,0.6,60,2,100,0.300983,0,2,1.10644,1,2,100,-0.88225,0,2,0.16879,1,2,100,-1.455219,0,2,-0.17247,1,0.4,40,1,2,11,100,0,0,10,1,0.090909,0,0,0.909091,0.090909,-1.175912,0,-0.071406,1,-1.03442,0,0.051713,1,-0.691067,0,0.250249,1,0,0,0,64.285714,57.142857,0,58.571429,56.428571,59.285714,55,58.571429,59.285714,57.142857,60,65,64.285714,65.714286,72.142857,60.714286,60.714286,75,68.571429,67.857143,75.714286,72.857143
0.748201,97284,48642,4422,0.028571,0.5,70,11,67,7.035623,50.496429,11,2.711654,60.656199,6.5,66.5,3.055516,43.891071,6.5,1.493727,40.525131,2,66,-0.924591,37.285714,2,0.275801,20.394062,0.5,70,1,2,4,140,0,0,2,2,0.25,0,0,0.5,0.5,-0.924591,37.285714,0.275801,20.394062,3.055516,43.891071,1.493727,40.525131,7.035623,50.496429,2.711654,60.656199,6.363961,0.707107,6.363961,71.5,73.5,0,75.5,75,77.5,74.5,73.5,53.5,70,77,68,62.5,70,73.5,50,59,73,73,72,74,71.5
0.477273,4100625,91125,2025,1.044444,0.511111,23,2,45,12.994074,150.879933,2,2.616968,0.530718,2,43.673913,1.13875,2.992232,2,0.174141,0.205386,2,40,-0.74791,-33.860489,2,-1.170806,0.128512,0.488889,22,1,2,47,45,0,0,46,1,0.021277,0,0,0.978723,0.021277,-0.046009,0.406339,-0.172698,0.161784,0.479353,0.477733,0.176419,0.189053,1.746423,0.550111,0.329209,0.232399,0,1.174816,0,90,80,0,78,84,78,88,78,50,82,88,82,82,78,80,50,82,80,80,78,88,82
0.529801,28355600,691600,13832,0.046205,0.541254,164,4,152,4.491724,246.693069,4,1.26972,51.776918,2.625,63,1.104991,97.356815,2.625,0.59235,17.231474,2,4,-0.523383,0.672241,2,-0.537449,0.937438,0.458746,139,4,2,14,303,6,6,6,8,0.285714,0.019802,0.001414,0.428571,0.571429,-0.171001,0.947763,-0.291158,1.105166,0.569665,93.064356,0.920769,13.319205,2.304791,173.878713,1.209444,30.100482,0.744024,51.706866,0.744024,83.863636,84.090909,0,84.545455,80.681818,84.318182,85.227273,84.545455,63.863636,77.727273,76.136364,79.318182,80.454545,73.636364,77.045455,54.545455,75,78.863636,84.545455,77.045455,83.863636,75.227273
0.836735,3802500,97500,2500,0.12,0.52,26,50,50,3.673381,9140.58,50,0.438461,1289.502389,26,41.25,1.513579,2299.2975,26,-0.034135,324.09588,2,37,-0.303023,10.958,2,-0.662064,1.693445,0.48,24,1,2,6,50,0,0,4,2,0.166667,0,0,0.666667,0.333333,-0.146464,12.2465,-0.526933,1.811555,1.341979,22.826,0.043532,2.593843,3.345222,6862.82,0.380997,967.882242,33.941125,5.909033,33.941125,56.666667,71.666667,0,70,71.666667,73.333333,73.333333,68.333333,50,68.333333,53.333333,56.666667,65,50,60,50,63.333333,63.333333,68.333333,50,63.333333,55
0.508108,3528,504,72,0.327957,0.586022,109,2,9,186,0.421505,2,13.638182,0.376589,2,3.516667,18.69225,0.204176,2,3.273395,0.179847,2,1,-1.571972,0,2,-0.139519,0,0.413978,77,1,2,61,186,0,0,60,1,0.016393,0,0,0.983607,0.016393,0.02514,0.121505,0.767405,0.129739,5.413243,0.173099,2.591842,0.174465,28.370933,0.280886,5.462751,0.229398,0,1.662056,0,59.245283,69.056604,68.301887,72.45283,74.716981,78.113208,75.471698,77.358491,73.962264,75.09434,73.207547,72.45283,75.849057,62.641509,77.358491,58.490566,61.132075,73.584906,77.358491,72.075472,81.509434,75.849057
0.505051,100000000,1000000,10000,0.11,0.53,53,2,100,-0.514563,0,2,0.210058,1,2,100,-1.100895,0,2,-0.070798,1,2,100,-1.441382,0,2,-0.276476,1,0.47,47,1,2,11,100,0,0,10,1,0.090909,0,0,0.909091,0.090909,-1.247511,0,-0.247199,1,-1.170087,0,-0.050296,1,-0.989806,0,0.043614,1,0,0,0,73.333333,71.111111,0,59.259259,68.888889,65.925926,65.185185,65.925926,59.259259,59.259259,70.37037,74.814815,74.074074,73.333333,69.62963,51.851852,69.62963,75.555556,73.333333,72.592593,80.740741,66.666667
0.523046,62500000000,125000000,250000,0.012,0.596,298,2,500,-0.110042,0,2,0.663376,1,2,500,-0.924812,0,2,0.134078,1,2,500,-1.262535,0,2,-0.053733,1,0.404,202,1,2,6,500,0,0,5,1,0.166667,0,0,0.833333,0.166667,-1.249811,0,-0.035542,1,-1.20037,0,0.019544,1,-0.462034,0,0.360966,1,0,0,0,85.85034,80.952381,0,69.52381,92.108844,72.92517,75.510204,74.693878,71.428571,88.29932,90.884354,88.027211,87.619048,83.129252,84.761905,59.863946,80,88.435374,90.068027,88.435374,92.380952,86.802721
0.48996,3906250000,15625000,62500,0.044,0.54,135,2,250,3.023716,0,2,1.527043,1,2,250,-0.541747,0,2,0.1984,1,2,250,-1.234042,0,2,-0.200739,1,0.46,115,1,2,11,250,0,0,10,1,0.090909,0,0,0.909091,0.090909,-1.209798,0,-0.07805,1,-1.092931,0,-0.001805,1,-0.531903,0,0.253496,1,0,0,0,86.111111,65.833333,0,65.277778,81.111111,61.111111,61.666667,61.944444,60.555556,66.111111,73.055556,87.5,83.055556,80,85,54.166667,67.222222,86.944444,86.944444,82.222222,89.722222,79.722222
0.493976,3906250000,15625000,62500,0.104,0.556,139,2,250,0.076659,0,2,0.794775,1,2,250,-1.143607,0,2,0.039588,1,2,250,-1.33593,0,2,-0.151333,1,0.444,111,1,2,26,250,0,0,25,1,0.038462,0,0,0.961538,0.038462,-1.27392,0,-0.079822,1,-1.175087,0,0.022825,1,-1.13459,0,0.089432,1,0,0,0,79.166667,71.944444,0,67.222222,73.611111,64.166667,65.555556,71.666667,61.666667,54.444444,58.888889,79.722222,79.166667,80.277778,78.888889,55.555556,79.166667,79.722222,80.555556,78.611111,83.333333,70.833333
0.537065,580235056,290117528,438244,0.006042,0.506042,335,2,662,0.101744,42.314831,2,0.29844,15.727375,2,662,0.039506,23.480947,2,0.115474,8.961843,2,662,-0.069729,9.896023,2,-0.183974,4.271042,0.493958,327,1,2,4,662,0,0,3,1,0.25,0,0,0.75,0.25,-0.069729,9.896023,-0.183974,4.271042,0.086504,18.231987,0.231956,6.887112,0.101744,42.314831,0.29844,15.727375,0,0,0,50.510204,52.55102,0,52.653061,49.183673,52.755102,52.244898,52.55102,50.408163,49.285714,48.571429,50.510204,54.183673,50.204082,50.510204,50.510204,51.836735,50.510204,52.55102,50.204082,49.795918,51.122449
0.850962,1395000,55800,1860,0.038278,0.746411,156,30,60,22.468899,11796.15311,30,4.027333,11726.564377,16,29.333333,13.202313,2486.021531,16,3.108127,2656.502062,2,15,5.902471,4.698565,2,2.140663,6.816274,0.253589,53,1,2,8,209,0,0,6,2,0.125,0,0,0.75,0.25,6.772693,14.875598,2.44328,21.202057,13.083233,114.514354,3.170355,150.445824,18.827181,5100.023923,3.703762,5840.698163,19.79899,15.882905,19.79899,94.576271,93.220339,0,92.542373,96.610169,95.59322,91.864407,97.627119,36.949153,94.237288,96.610169,91.864407,95.59322,85.423729,93.220339,76.271186,86.440678,94.237288,97.627119,88.474576,94.915254,92.20339
0.541542,1000000000000,1000000000,1000000,0.051,0.56,560,2,1000,1.738072,0,2,1.308795,1,2,999.88,-1.064662,0,2,0.046023,1,2,999,-1.282908,0,2,-0.066556,1,0.44,440,1,2,51,1000,0,0,50,1,0.019608,0,0,0.980392,0.019608,-1.204765,0,-0.035973,1,-1.177098,0,-0.008101,1,-1.153122,0,0.017601,1,0,0.328261,0,83.020134,67.04698,0,64.496644,64.161074,63.087248,63.154362,63.288591,61.744966,52.885906,60,84.966443,86.174497,76.040268,83.020134,56.040268,72.214765,84.026846,84.496644,83.959732,84.765101,70.536913
0.476821,7462000,186550,4550,0.046205,0.547855,166,4,91,1.575813,149.607261,4,1.26972,22.875003,2.625,38.5,0.333244,56.397519,2.625,0.579516,8.806744,2,4,-0.523383,0.672241,2,-0.537449,0.937438,0.452145,137,4,2,14,303,6,6,6,8,0.285714,0.019802,0.001414,0.428571,0.571429,-0.234911,0.87103,-0.291158,1.105166,0.102857,27.739274,0.882265,5.133599,1.054009,136.169142,1.209444,18.918562,0.744024,32.278476,0.744024,63.636364,60.909091,0,60.909091,56.818182,60.681818,61.136364,60,54.090909,53.636364,52.727273,60.454545,54.090909,50.227273,56.136364,54.545455,51.818182,55,60.227273,56.818182,56.818182,50
0.492492,1000000000000,1000000000,1000000,0.006,0.503,503,2,1000,-1.144011,0,2,0.052492,1,2,999.8,-1.186265,0,2,0.02103,1,2,999,-1.225589,0,2,-0.05466,1,0.497,497,1,2,6,1000,0,0,5,1,0.166667,0,0,0.833333,0.166667,-1.210357,0,-0.015406,1,-1.190685,0,0.031933,1,-1.159963,0,0.052016,1,0,0.447214,0,82.558923,87.474747,0,85.117845,86.464646,85.185185,85.387205,84.781145,85.252525,85.454545,85.925926,82.693603,81.683502,68.821549,82.693603,50.16835,68.821549,84.579125,84.915825,82.087542,88.552189,82.289562
