@relation MetaDataOpenML

@attribute AutoCorrelation numeric
@attribute CardinalityAtFour numeric
@attribute CardinalityAtThree numeric
@attribute CardinalityAtTwo numeric
@attribute CfsSubsetEval_DecisionStumpAUC numeric
@attribute CfsSubsetEval_DecisionStumpErrRate numeric
@attribute CfsSubsetEval_DecisionStumpKappa numeric
@attribute CfsSubsetEval_NaiveBayesAUC numeric
@attribute CfsSubsetEval_NaiveBayesErrRate numeric
@attribute CfsSubsetEval_NaiveBayesKappa numeric
@attribute CfsSubsetEval_kNN1NAUC numeric
@attribute CfsSubsetEval_kNN1NErrRate numeric
@attribute CfsSubsetEval_kNN1NKappa numeric
@attribute ClassEntropy numeric
@attribute DecisionStumpAUC numeric
@attribute DecisionStumpErrRate numeric
@attribute DecisionStumpKappa numeric
@attribute DefaultAccuracy numeric
@attribute Dimensionality numeric
@attribute EquivalentNumberOfAtts numeric
@attribute J48.00001.AUC numeric
@attribute J48.00001.ErrRate numeric
@attribute J48.00001.Kappa numeric
@attribute J48.0001.AUC numeric
@attribute J48.0001.ErrRate numeric
@attribute J48.0001.Kappa numeric
@attribute J48.001.AUC numeric
@attribute J48.001.ErrRate numeric
@attribute J48.001.Kappa numeric
@attribute MajorityClassPercentage numeric
@attribute MajorityClassSize numeric
@attribute MaxAttributeEntropy numeric
@attribute MaxCardinalityOfNominalAttributes numeric
@attribute MaxCardinalityOfNumericAttributes numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxMutualInformation numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MeanAttributeEntropy numeric
@attribute MeanCardinalityOfNominalAttributes numeric
@attribute MeanCardinalityOfNumericAttributes numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanMutualInformation numeric
@attribute MeanNoiseToSignalRatio numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MinAttributeEntropy numeric
@attribute MinCardinalityOfNominalAttributes numeric
@attribute MinCardinalityOfNumericAttributes numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinMutualInformation numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute MinorityClassPercentage numeric
@attribute MinorityClassSize numeric
@attribute NaiveBayesAUC numeric
@attribute NaiveBayesErrRate numeric
@attribute NaiveBayesKappa numeric
@attribute NumberOfBinaryFeatures numeric
@attribute NumberOfClasses numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute Quartile1AttributeEntropy numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1MutualInformation numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile2AttributeEntropy numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2MutualInformation numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile3AttributeEntropy numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3MutualInformation numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute REPTreeDepth1AUC numeric
@attribute REPTreeDepth1ErrRate numeric
@attribute REPTreeDepth1Kappa numeric
@attribute REPTreeDepth2AUC numeric
@attribute REPTreeDepth2ErrRate numeric
@attribute REPTreeDepth2Kappa numeric
@attribute REPTreeDepth3AUC numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute REPTreeDepth3Kappa numeric
@attribute RandomTreeDepth1AUC numeric
@attribute RandomTreeDepth1ErrRate numeric
@attribute RandomTreeDepth1Kappa numeric
@attribute RandomTreeDepth2AUC numeric
@attribute RandomTreeDepth2ErrRate numeric
@attribute RandomTreeDepth2Kappa numeric
@attribute RandomTreeDepth3AUC numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute StdevCardinalityOfNominalAttributes numeric
@attribute StdevCardinalityOfNumericAttributes numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute kNN1NAUC numeric
@attribute kNN1NErrRate numeric
@attribute kNN1NKappa numeric
@attribute weka.classifiers.bayes.BayesNet numeric
@attribute weka.classifiers.bayes.NaiveBayes numeric
@attribute weka.classifiers.bayes.NaiveBayesMultinomial numeric
@attribute weka.classifiers.functions.GaussianProcesses numeric
@attribute weka.classifiers.functions.LinearRegression numeric
@attribute weka.classifiers.functions.Logistic numeric
@attribute weka.classifiers.functions.MultilayerPerceptron numeric
@attribute weka.classifiers.functions.SGD numeric
@attribute weka.classifiers.functions.SMO numeric
@attribute weka.classifiers.functions.SimpleLinearRegression numeric
@attribute weka.classifiers.functions.SimpleLogistic numeric
@attribute weka.classifiers.functions.VotedPerceptron numeric
@attribute weka.classifiers.lazy.IBk numeric
@attribute weka.classifiers.lazy.KStar numeric
@attribute weka.classifiers.rules.DecisionTable numeric
@attribute weka.classifiers.rules.JRip numeric
@attribute weka.classifiers.rules.M5Rules numeric
@attribute weka.classifiers.rules.OneR numeric
@attribute weka.classifiers.rules.PART numeric
@attribute weka.classifiers.rules.ZeroR numeric
@attribute weka.classifiers.trees.DecisionStump numeric
@attribute weka.classifiers.trees.J48 numeric
@attribute weka.classifiers.trees.LMT numeric
@attribute weka.classifiers.trees.M5P numeric
@attribute weka.classifiers.trees.RandomForest numeric
@attribute weka.classifiers.trees.RandomTree numeric
@attribute weka.classifiers.trees.REPTree numeric

@data
0.51503,?,?,?,0.832205,0.218,0.562671,0.832205,0.218,0.562671,0.832205,0.218,0.562671,0.999711,0.66954,0.36,0.277283,0.51,0.052,?,0.711092,0.282,0.436631,0.711092,0.282,0.436631,0.711092,0.282,0.436631,51,255,?,?,?,11281.768225,26074559.210526,?,-1,103.694375,21111483.86778,-1,?,?,33.327198,-16882.657096,?,?,-1,0.93506,10374.089278,?,?,?,-1.999762,-91638847.147731,?,-1,-75.962778,0,0.49,245,0.891573,0.184,0.631735,1,2,26,500,0,0,25,1,3.846154,0,0,96.153846,3.846154,?,-1.21091,-0,?,-0.03585,1,?,-1.132756,0,?,0.030443,1,?,0.530921,0.71354,?,0.657325,1,0.779408,0.256,0.486398,0.779408,0.256,0.486398,0.779408,0.256,0.486398,0.651261,0.35,0.301676,0.651261,0.35,0.301676,0.651261,0.35,0.301676,?,?,-1,0.614046,0.386,0.228,73.605442,80.136054,0,0,0,79.863946,78.639456,79.727891,78.095238,0,78.911565,74.965986,62.993197,61.904762,72.92517,70.340136,0,65.442177,74.965986,51.020408,63.265306,73.877551,78.911565,0,82.993197,65.442177,72.92517
0.658537,?,?,?,0.649412,0.380952,0.26477,0.649412,0.380952,0.26477,0.649412,0.380952,0.26477,0.973668,0.658824,0.380952,0.277419,0.595238,0.404762,?,0.728235,0.357143,0.237288,0.728235,0.357143,0.237288,0.728235,0.357143,0.237288,59.52381,25,?,?,?,11281.768225,26074559.210526,?,-1,103.694375,21111483.86778,-1,?,?,33.184799,-16811.995349,?,?,-1,0.931021,10330.691841,?,?,?,-1.999762,-91638847.147731,?,-1,-75.962778,0,0.404762,17,0.750588,0.190476,0.612009,1,2,17,42,0,0,16,1,5.882353,0,0,94.117647,5.882353,?,-1.210803,-0,?,-0.03676,1,?,-1.132139,0,?,0.030232,1,?,0.526756,0.790918,?,0.650906,1,0.602353,0.404762,0.118519,0.602353,0.404762,0.118519,0.602353,0.404762,0.118519,0.703529,0.285714,0.407059,0.703529,0.285714,0.407059,0.703529,0.285714,0.407059,?,?,-1,0.763529,0.214286,0.542373,62,72,52,0,0,74,62,68,70,0,70,60,70,72,58,60,0,58,62,60,56,60,68,0,64,60,58
0.577778,?,?,?,0.778095,0.195652,0.604207,0.778095,0.195652,0.604207,0.778095,0.195652,0.604207,0.994539,0.778095,0.195652,0.604207,0.543478,0.108696,3.533518,0.922857,0.108696,0.783427,0.922857,0.108696,0.783427,0.922857,0.108696,0.783427,54.347826,25,0.987693,?,?,11281.768225,26074559.210526,0.281459,2,103.694375,21111483.86778,0.987693,?,?,33.165705,-16802.61886,0.281459,2.509194,2,0.930663,10324.933425,0.987693,?,?,-1.999762,-91638847.147731,0.281459,2,-75.962778,0,0.456522,21,0.962857,0.108696,0.780115,2,2,5,46,0,0,3,2,40,0,0,60,40,0.987693,-1.210806,-0,0.281459,-0.036704,1,0.987693,-1.132139,0,0.281459,0.030368,1,0.987693,0.526337,0.806452,0.281459,0.65061,1,0.828571,0.23913,0.52354,0.828571,0.23913,0.52354,0.828571,0.23913,0.52354,0.97619,0.021739,0.956023,0.97619,0.021739,0.956023,0.97619,0.021739,0.956023,?,?,0,0.957143,0.065217,0.868069,80,83.636364,0,0,0,89.090909,89.090909,87.272727,78.181818,0,89.090909,52.727273,90.909091,83.636364,81.818182,90.909091,0,76.363636,90.909091,54.545455,70.909091,96.363636,90.909091,0,94.545455,90.909091,78.181818
0.565217,?,?,?,0.606939,0.357143,0.285714,0.606939,0.357143,0.285714,0.606939,0.357143,0.285714,1,0.670612,0.328571,0.342857,0.5,0.071429,?,0.606939,0.357143,0.285714,0.606939,0.357143,0.285714,0.606939,0.357143,0.285714,50,35,?,?,?,11281.768225,26074559.210526,?,-1,103.694375,21111483.86778,-1,?,?,33.137665,-16788.577638,?,?,-1,0.929881,10316.306192,?,?,?,-1.999762,-91638847.147731,?,-1,-75.962778,0,0.5,35,0.720816,0.342857,0.314286,1,2,5,70,0,0,4,1,20,0,0,80,20,?,-1.210802,-0,?,-0.036642,1,?,-1.132104,0,?,0.030069,1,?,0.525789,0.79774,?,0.650391,1,0.649388,0.371429,0.257143,0.649388,0.371429,0.257143,0.649388,0.371429,0.257143,0.571429,0.428571,0.142857,0.571429,0.428571,0.142857,0.571429,0.428571,0.142857,?,?,-1,0.585714,0.414286,0.171429,52.222222,66.666667,0,0,0,61.111111,68.888889,67.777778,66.666667,0,64.444444,53.333333,61.111111,60,52.222222,63.333333,0,62.222222,62.222222,50,62.222222,62.222222,64.444444,0,56.666667,50,64.444444
0.594158,?,?,?,0.729146,0.288786,0.423986,0.729146,0.288786,0.423986,0.729146,0.288786,0.423986,0.997669,0.703906,0.335637,0.328842,0.528418,0.026882,9.117668,0.698667,0.298771,0.401413,0.698667,0.298771,0.401413,0.698667,0.298771,0.401413,52.841782,688,5.250159,?,?,11281.768225,26074559.210526,0.109421,51,103.694375,21111483.86778,5.250159,?,?,32.920336,-16625.088326,0.109421,46.981073,51,0.934865,10235.032215,5.250159,?,?,-1.999762,-91638847.147731,0.109421,51,-75.962778,0,0.471582,614,0.802331,0.27573,0.456419,1,2,35,1302,1144,7830,32,3,2.857143,87.864823,17.182357,91.428571,8.571429,5.250159,-1.210363,-0,0.109421,-0.035797,1,5.250159,-1.130209,0,0.109421,0.031127,1,5.250159,0.536146,0.875825,0.109421,0.661776,1,0.672064,0.356375,0.284815,0.672064,0.356375,0.284815,0.672064,0.356375,0.284815,0.702401,0.327957,0.343513,0.702401,0.327957,0.343513,0.702401,0.327957,0.343513,?,?,0,0.610491,0.382488,0.223567,72.268041,72.57732,0,0,0,57.783505,0,70.257732,72.319588,0,73.659794,69.175258,59.329897,54.948454,69.896907,68.762887,0,47.216495,68.969072,52.835052,68.195876,68.969072,73.659794,0,73.247423,66.030928,52.680412
0.534039,?,?,?,0.5,0.47432,0,0.5,0.47432,0,0.5,0.47432,0,0.998096,0.5,0.47432,0.000654,0.52568,0.006042,?,0.5,0.47432,0,0.5,0.47432,0,0.5,0.47432,0,52.567976,348,?,?,?,11281.768225,26074559.210526,?,-1,103.694375,21111483.86778,-1,?,?,32.893107,-16611.310237,?,?,-1,0.934187,10226.568049,?,?,?,-1.999762,-91638847.147731,?,-1,-75.962778,0,0.47432,314,0.582729,0.425982,0.143918,1,2,4,662,0,0,3,1,25,0,0,75,25,?,-1.210279,-0,?,-0.0358,1,?,-1.13001,0,?,0.031127,1,?,0.535697,0.915647,?,0.660949,1,0.526567,0.468278,0.041279,0.526567,0.468278,0.041279,0.526567,0.468278,0.041279,0.475803,0.522659,-0.048408,0.475803,0.522659,-0.048408,0.475803,0.522659,-0.048408,?,?,-1,0.513087,0.486405,0.026133,52.55102,54.387755,55.612245,0,0,55.510204,55.306122,56.326531,55.306122,0,54.081633,54.489796,51.734694,50.510204,52.55102,52.244898,0,52.346939,51.122449,52.55102,52.346939,52.346939,53.163265,0,50.510204,51.734694,52.653061
0.494949,?,?,?,0.677963,0.43,0.137931,0.677963,0.43,0.137931,0.677963,0.43,0.137931,0.989588,0.5,0.5,0,0.56,0.51,?,0.497565,0.5,-0.009693,0.497565,0.5,-0.009693,0.497565,0.5,-0.009693,56,56,?,?,?,11281.768225,26074559.210526,?,-1,103.694375,21111483.86778,-1,?,?,32.431611,-16385.306016,?,?,-1,0.922885,10087.444674,?,?,?,-1.999762,-91638847.147731,?,-1,-75.962778,0,0.44,44,0.418019,0.52,-0.060359,1,2,51,100,0,0,50,1,1.960784,0,0,98.039216,1.960784,?,-1.210442,-0,?,-0.035795,1,?,-1.13001,0,?,0.031829,1,?,0.523916,0.831092,?,0.639469,1,0.678977,0.35,0.239791,0.678977,0.35,0.239791,0.678977,0.35,0.239791,0.575487,0.41,0.153592,0.575487,0.41,0.153592,0.575487,0.41,0.153592,?,?,-1,0.472403,0.52,-0.055195,68.148148,51.851852,0,0,0,45.925926,44.444444,46.666667,47.407407,0,55.555556,49.62963,57.777778,60.740741,67.407407,69.62963,0,71.851852,73.333333,55.555556,63.703704,74.814815,63.703704,0,65.185185,56.296296,60.740741
0.542169,?,?,?,0.840203,0.192,0.610794,0.840203,0.192,0.610794,0.840203,0.192,0.610794,0.994407,0.729296,0.252,0.490983,0.544,0.104,?,0.770833,0.216,0.562767,0.770833,0.216,0.562767,0.770833,0.216,0.562767,54.4,136,?,?,?,11281.768225,26074559.210526,?,-1,103.694375,21111483.86778,-1,?,?,32.205985,-16274.594489,?,?,-1,0.917474,10019.293021,?,?,?,-1.999762,-91638847.147731,?,-1,-75.962778,0,0.456,114,0.707108,0.292,0.405963,1,2,26,250,0,0,25,1,3.846154,0,0,96.153846,3.846154,?,-1.210652,-0,?,-0.035645,1,?,-1.130602,0,?,0.031849,1,?,0.516653,0.82105,?,0.629107,1,0.692789,0.284,0.42471,0.692789,0.284,0.42471,0.692789,0.284,0.42471,0.654863,0.34,0.311272,0.654863,0.34,0.311272,0.654863,0.34,0.311272,?,?,-1,0.555857,0.44,0.111872,78.333333,66.944444,0,0,0,62.777778,65.277778,62.777778,63.888889,0,68.888889,63.611111,57.777778,66.111111,80.833333,76.666667,0,76.388889,74.166667,54.166667,71.388889,82.777778,81.388889,0,80,71.388889,79.166667
0.88658,?,?,?,0.913529,0.072664,0.786284,0.913529,0.072664,0.786284,0.913529,0.072664,0.786284,0.762812,0.902769,0.081315,0.772452,0.778547,0.00519,8.187503,0.90752,0.07526,0.785049,0.90752,0.07526,0.785049,0.90752,0.07526,0.785049,77.854671,900,4.087463,?,?,11281.768225,26074559.210526,0.17406,17,103.694375,21111483.86778,2.543731,?,?,32.219289,-16270.192561,0.093168,26.302664,9.5,0.919167,10016.597821,1,?,?,-1.999762,-91638847.147731,0.03845,2,-75.962778,0,0.221453,256,0.972843,0.073529,0.771086,3,2,6,1156,0,0,1,5,50,0,0,16.666667,83.333333,1,-1.210611,-0,0.042072,-0.035608,1,2.543731,-1.130538,0,0.080081,0.031869,1,4.087463,0.517523,0.82125,0.157351,0.630802,1,0.887982,0.07872,0.766154,0.887982,0.07872,0.766154,0.887982,0.07872,0.766154,0.900276,0.076125,0.776107,0.900276,0.076125,0.776107,0.900276,0.076125,0.776107,?,?,8.660254,0.928179,0.063149,0.813478,93.023256,91.918605,0,0,0,94.709302,93.372093,93.081395,91.744186,0,94.825581,84.94186,92.906977,92.965116,93.488372,92.848837,0,92.209302,93.313953,78.197674,92.093023,92.616279,94.476744,0,94.127907,91.627907,92.965116
0.526104,?,?,?,0.814156,0.172,0.649266,0.814156,0.172,0.649266,0.814156,0.172,0.649266,0.989588,0.735325,0.256,0.480519,0.56,0.044,?,0.786494,0.192,0.611147,0.786494,0.192,0.611147,0.786494,0.192,0.611147,56,140,?,?,?,11281.768225,26074559.210526,?,-1,103.694375,21111483.86778,-1,?,?,32.129264,-16226.349412,?,?,-1,0.916704,9989.608875,?,?,?,-1.999762,-91638847.147731,?,-1,-75.962778,0,0.44,110,0.72987,0.308,0.373168,1,2,11,250,0,0,10,1,9.090909,0,0,90.909091,9.090909,?,-1.210806,-0,?,-0.035682,1,?,-1.130886,0,?,0.03175,1,?,0.513057,0.819739,?,0.624016,1,0.836234,0.192,0.609629,0.836234,0.192,0.609629,0.836234,0.192,0.609629,0.796753,0.196,0.598755,0.796753,0.196,0.598755,0.796753,0.196,0.598755,?,?,-1,0.706494,0.284,0.41746,84.109589,70.410959,0,0,0,68.493151,79.452055,68.767123,69.315068,0,66.30137,68.493151,70.136986,72.328767,83.287671,83.287671,0,78.90411,77.808219,56.164384,75.342466,81.917808,81.369863,0,87.945205,80.273973,75.616438
0.501002,?,?,?,0.875419,0.154,0.688158,0.875419,0.154,0.688158,0.875419,0.154,0.688158,0.994407,0.665328,0.31,0.374051,0.544,0.022,?,0.820562,0.19,0.61717,0.820562,0.19,0.61717,0.820562,0.19,0.61717,54.4,272,?,?,?,11281.768225,26074559.210526,?,-1,103.694375,21111483.86778,-1,?,?,32.040854,-16182.741916,?,?,-1,0.914667,9962.764992,?,?,?,-1.999762,-91638847.147731,?,-1,-75.962778,0,0.456,228,0.636481,0.388,0.219605,1,2,11,500,0,0,10,1,9.090909,0,0,90.909091,9.090909,?,-1.210823,-0,?,-0.035782,1,?,-1.130978,0,?,0.031605,1,?,0.512502,0.817173,?,0.622323,1,0.86031,0.172,0.658166,0.86031,0.172,0.658166,0.86031,0.172,0.658166,0.810533,0.188,0.621066,0.810533,0.188,0.621066,0.810533,0.188,0.621066,?,?,-1,0.640093,0.358,0.27969,86.122449,63.537415,0,0,0,63.673469,90.748299,64.217687,65.306122,0,64.353741,60.816327,67.619048,74.285714,86.666667,87.07483,0,75.102041,84.62585,54.421769,69.659864,85.034014,88.435374,0,91.972789,80.816327,84.217687
0.496994,?,?,?,0.830438,0.178,0.635986,0.830438,0.178,0.635986,0.830438,0.178,0.635986,0.988149,0.615818,0.396,0.177686,0.564,0.102,?,0.785461,0.238,0.516826,0.785461,0.238,0.516826,0.785461,0.238,0.516826,56.4,282,?,?,?,11281.768225,26074559.210526,?,-1,103.694375,21111483.86778,-1,?,?,31.601866,-15968.173606,?,?,-1,0.903579,9830.681128,?,?,?,-1.999762,-91638847.147731,?,-1,-75.962778,0,0.436,218,0.650986,0.396,0.206375,1,2,51,500,0,0,50,1,1.960784,0,0,98.039216,1.960784,?,-1.211564,-0,?,-0.035682,1,?,-1.132832,0,?,0.031588,1,?,0.494382,0.716131,?,0.591875,1,0.80259,0.232,0.52778,0.80259,0.232,0.52778,0.80259,0.232,0.52778,0.653182,0.346,0.303363,0.653182,0.346,0.303363,0.653182,0.346,0.303363,?,?,-1,0.526921,0.462,0.054209,80,64.897959,0,0,0,65.442177,62.44898,64.62585,64.62585,0,67.482993,61.768707,54.965986,59.863946,83.673469,82.585034,0,76.462585,76.870748,56.462585,58.095238,78.503401,79.319728,0,81.496599,67.346939,78.911565
0.512195,?,?,?,0.608696,0.428571,0.127021,0.608696,0.428571,0.127021,0.608696,0.428571,0.127021,0.993447,0.638444,0.404762,0.186788,0.547619,0.261905,1.330499,0.741419,0.333333,0.308235,0.741419,0.333333,0.308235,0.741419,0.333333,0.308235,54.761905,23,4.422578,?,?,11281.768225,26074559.210526,0.746673,26,103.694375,21111483.86778,4.422578,?,?,31.548538,-15683.071309,0.746673,4.923047,26,0.90608,10177.494329,4.422578,?,?,-1.999762,-91638847.147731,0.746673,26,-75.962778,0,0.452381,19,0.791762,0.285714,0.428571,1,2,11,42,0,0,8,3,9.090909,0,0,72.727273,27.272727,4.422578,-1.211547,-0,0.746673,-0.035512,1,4.422578,-1.132412,0,0.746673,0.031829,1,4.422578,0.506941,0.7822,0.746673,0.606924,1,0.475973,0.452381,0,0.475973,0.452381,0,0.475973,0.452381,0,0.65103,0.333333,0.281174,0.65103,0.333333,0.281174,0.65103,0.333333,0.281174,?,?,0,0.781465,0.214286,0.565517,62.222222,80,0,0,0,71.111111,80,82.222222,82.222222,0,93.333333,48.888889,71.111111,37.777778,62.222222,88.888889,0,55.555556,66.666667,55.555556,62.222222,66.666667,91.111111,0,77.777778,60,55.555556
0.511013,?,?,?,0.984985,0.013158,0.973684,0.984985,0.013158,0.973684,0.984985,0.013158,0.973684,0.9995,0.984985,0.013158,0.973684,0.513158,0.04386,?,0.984985,0.013158,0.973684,0.984985,0.013158,0.973684,0.984985,0.013158,0.973684,51.315789,117,?,?,?,11281.768225,26074559.210526,?,-1,103.694375,21111483.86778,-1,?,?,31.482637,-15649.771134,?,?,-1,0.905015,10156.092247,?,?,?,-2.004386,-91638847.147731,?,-1,-75.962778,0,0.486842,111,0.979287,0.02193,0.956161,1,2,10,228,5,20,9,1,10,2.192982,0.877193,90,10,?,-1.211499,-0,?,-0.035512,1,?,-1.132192,0,?,0.031829,1,?,0.507979,0.810437,?,0.606942,1,0.984985,0.013158,0.973684,0.984985,0.013158,0.973684,0.984985,0.013158,0.973684,0.95842,0.052632,0.894615,0.95842,0.052632,0.894615,0.95842,0.052632,0.894615,?,?,-1,0.987179,0.013158,0.973684,98.484848,98.181818,0,0,0,100,100,100,98.484848,0,99.090909,46.969697,98.484848,61.818182,99.393939,98.787879,0,98.484848,99.69697,51.515152,98.484848,99.69697,99.090909,0,98.787879,99.393939,98.484848
0.802281,?,?,?,0.969225,0.030361,0.883301,0.969225,0.030361,0.883301,0.969225,0.030361,0.883301,0.614333,0.899091,0.060721,0.771249,0.848197,0.074004,2.028187,0.990716,0.001898,0.992593,0.990716,0.001898,0.992593,0.990716,0.001898,0.992593,84.819734,447,8.579015,?,?,11281.768225,26074559.210526,0.504943,414,103.694375,21111483.86778,7.100108,?,?,31.452067,-15563.227296,0.302898,22.440619,223.133333,0.902529,10100.120051,4.756235,?,?,-2.004386,-91638847.147731,0.093483,43,-75.962778,0,0.151803,80,0.723002,0.170778,0.293313,1,2,39,527,146,560,21,18,2.564103,27.703985,2.724663,53.846154,46.153846,6.625656,-1.211271,-0,0.221095,-0.035944,1,7.265299,-1.130932,0,0.250187,0.031707,1,8.563999,0.521951,0.833409,0.483366,0.613284,1,0.499441,0.151803,0,0.499441,0.151803,0,0.499441,0.151803,0,0.524,0.182163,-0.022061,0.524,0.182163,-0.022061,0.524,0.182163,-0.022061,?,?,134.789183,0.5434,0.218216,0.101922,74.74359,81.538462,0,0,0,61.153846,0,85.512821,84.74359,0,96.153846,85.25641,78.076923,77.179487,93.846154,99.230769,0,14.74359,99.74359,85.25641,94.487179,99.74359,96.153846,0,85.25641,80.641026,85.25641
0.989362,?,?,?,0.840404,0.185185,0.624809,0.840404,0.185185,0.624809,0.840404,0.185185,0.624809,0.998364,0.82413,0.164021,0.665983,0.52381,0.05291,11.402739,0.843154,0.174603,0.645887,0.843154,0.174603,0.645887,0.843154,0.174603,0.645887,52.380952,99,1.740499,?,?,11281.768225,26074559.210526,0.453277,6,103.694375,21111483.86778,0.962177,?,?,31.436299,-15555.017451,0.087555,9.989437,3,0.902607,10094.827568,0.341154,?,?,-2.004386,-91638847.147731,0.007199,2,-75.962778,0,0.47619,90,0.864422,0.174603,0.646609,5,2,10,189,0,0,2,8,50,0,0,20,80,0.605187,-1.211264,-0,0.011298,-0.03585,1,0.895662,-1.130814,0,0.027772,0.031789,1,1.420466,0.524338,0.835069,0.053291,0.617206,1,0.82413,0.164021,0.665983,0.82413,0.164021,0.665983,0.82413,0.164021,0.665983,0.748036,0.248677,0.500253,0.748036,0.248677,0.500253,0.748036,0.248677,0.500253,?,?,1.527525,0.708754,0.301587,0.394537,79.62963,78.888889,0,0,0,77.777778,75.925926,78.518519,81.481481,0,80,51.851852,68.518519,71.111111,80,83.703704,0,83.333333,78.148148,51.851852,83.333333,82.592593,80,0,84.074074,74.444444,83.333333
0.530612,?,?,?,0.563301,0.44,0.107143,0.563301,0.44,0.107143,0.563301,0.44,0.107143,0.998846,0.527244,0.48,0.038462,0.52,0.1,3.835857,0.550481,0.48,0.03537,0.550481,0.48,0.03537,0.550481,0.48,0.03537,52,26,3.101148,?,?,11281.768225,26074559.210526,0.260397,9,103.694375,21111483.86778,3.101148,?,?,31.419529,-15546.388329,0.260397,10.909308,9,0.902094,10089.590985,3.101148,?,?,-2.004386,-91638847.147731,0.260397,9,-75.962778,0,0.48,24,0.533654,0.52,-0.038339,1,2,5,50,0,0,2,3,20,0,0,40,60,3.101148,-1.211271,-0,0.260397,-0.036222,1,3.101148,-1.130814,0,0.260397,0.031707,1,3.101148,0.523489,0.838492,0.260397,0.615898,1,0.415865,0.52,-0.072607,0.415865,0.52,-0.072607,0.415865,0.52,-0.072607,0.511218,0.5,-0.00321,0.511218,0.5,-0.00321,0.511218,0.5,-0.00321,?,?,0,0.520833,0.48,0.041534,65,70,0,0,0,75,66.666667,66.666667,61.666667,0,61.666667,50,71.666667,71.666667,51.666667,58.333333,0,50,60,50,58.333333,56.666667,61.666667,0,56.666667,55,50
0.507014,?,?,?,0.848123,0.182,0.633041,0.848123,0.182,0.633041,0.848123,0.182,0.633041,0.999065,0.702751,0.326,0.349872,0.518,0.022,?,0.80675,0.218,0.562993,0.80675,0.218,0.562993,0.80675,0.218,0.562993,51.8,259,?,?,?,11281.768225,26074559.210526,?,-1,103.694375,21111483.86778,-1,?,?,31.334223,-15505.712273,?,?,-1,0.899652,10063.194881,?,?,?,-2.004386,-91638847.147731,?,-1,-75.962778,0,0.482,241,0.89468,0.198,0.603429,1,2,11,500,0,0,10,1,9.090909,0,0,90.909091,9.090909,?,-1.211264,-0,?,-0.036642,1,?,-1.131076,0,?,0.031445,1,?,0.520375,0.83401,?,0.606928,1,0.850246,0.206,0.585253,0.850246,0.206,0.585253,0.850246,0.206,0.585253,0.789079,0.21,0.578909,0.789079,0.21,0.578909,0.789079,0.21,0.578909,?,?,-1,0.726926,0.272,0.454508,83.129252,85.714286,0,0,0,84.489796,82.585034,85.442177,84.081633,0,85.170068,83.129252,72.517007,71.70068,82.993197,80.952381,0,65.714286,80.408163,51.70068,67.07483,81.496599,85.170068,0,86.258503,76.870748,77.414966
